x,y
realli like basic puffer coat l select coat l could layer underneath glad seem run tad smaller size arm littl past wrist surpris sinc size like sleev longer bother back coat fall mid butt wish slightli better coverag happi stop hip coat two outsid pocket zip roomi enough keep hand insid use coat degre weather degre weather felt warm enough temperatur temperatur drop freez start feel cold might good transit coat great sub freez temp,4
lo tuve que regresar,5
lightweight easili packabl warm,5
nice warm jacket overal run big pound usual wear small medium lost bit weight late went small sleev good way room front big deal perfect fit,4
order light pink base pictur post thought would light pink almost blush champagn bright babi pink definit color wear disappoint,1
mani lightweight puffer need new one sinc other gotten pretti worn need someth travel easili minim space requir suitcas lb carri weight hip got larg could gotten xl go keep larg live south realli need anyth super heavi wear anyth heavi think carri weight mid section would consid size sleev length good overal length hit right hip longer would size accommod curv love fact jacket shini like mani one amazon nice matt black materi seem good qualiti zipper well seem well made slightli challeng get jacket includ bag fit also bag larger other take slightli space thought would comparison put pictur next husband hat thing love jacket zipper pocket use small zipper pull see pictur wherea would much rather someth durabl hold also feel like might issu zipper stick get materi caught futur yet seen realli pleas think perfect keep car suitcas fall winter,4
jacket nice warm late fall earli winter weather think jacket well like color wish tini bit larger fit zip tight fit largest size make,3
got mother petit alway cold big practic cloth love jacket kept warm comfort look good move easili even sit eat jacket still perfect windi day wind get cloth regardless mani layer,5
like fit,5
order jacket want lighter weight puffer want pay patagonia northfac get much wear jacket tx think would justifi price order pumic white happili surpris qualiti fit jacket perfect weight milder winter austin even come small bag pack away total worth price tag highli recommend,5
bulki warm pocket zip stuff fall way less expens big name stuff like bunch,5
great littl jacket lb small fit well go size want layer far coldest worn degre kept plenti warm handl slight drizzl well know would handl much wind definit tri use ski jacket two outsid zipper pocket handi two open one insid want someth warm neutral color feel better wear work brightli color winter puffer also want fork name brand definit fit bill need good qualiti good price point,5
great color perfect fall cooler temperatur,5
fit true size perfect region red beauti color,5
great buy total worth pound order medium fit perfect littl loos exactli fit want,5
nice look jacket look much better might expect given reason price kept warm enough degre weather sometim warm post wear cooler weather travel fla ldecemb,4
gorgeou coat broad shoulder make sure order size breast larger normal,5
perfect puffer shini matt realli import could wear work fit expect thing feminin cut howev fit better male version fit husband,4
love perfect fall winter transit layer get wear well winter,5
love,5
knew gotten size bigger intent layer jacket fit fine light sweater becom way tight fleec ad,3
look good keep warm chanc tri light rain yet,4
qualiti excel price two inner pocket two zip outer pock warm light bag go new go jacket fall winter,5
help tini women like order xs hope still fit accord chest measur still baggi arm long decid return tri xlarg kid size jacket smaller height around lb,3
recent join new gym need cheap coat wear leav gym want ruin good jacket sweat surpris qualiti fit reason price great buy wear size larg bust xxl fit perfect extra room,5
love jacket comfort warm fit well littl extra room mid section tri roll place pack bag yet wear everyday would say mild winter weather one freez get cold easili though nice wind breaker extra warm sunni day black color overal love great qualiti would perfect hood,5
love littl jacket stylist well made larg fit perfectli order advis order normal size size great product,5
jacket check box fit perfectli wear size order medium warm comfi good light rain well,5
great warm afford,5
first order xl small exchang xxl great good qualiti comfort would encourag buxom ladi go size,5
largest size would fit plu size bodi,3
bought pink color true color pictur thick fine want bulki recommend veey cold winter work fine get colder need pull heavier coat,4
block wind keep warm sleev long workabl,4
light weight great jacket,5
big fit size,2
fit expect super warmlov,5
wife love poofi light weight warm materi durabl block wind well better expect,5
need instruct fold put bag bag small,2
jacket warm quickli run bit small order larger get one sinc size stock werent cold return larger size,4
look matt puffer jacket tri spend much money look like marshmallow jacket perfect bulki order larg know would room layer lb similar build would like slimmer fit medium would probabl perfect zipper catch two insid pocket also tri fold squish portabl bag fit less struggl imagin would take wore super windi day incred toasti wind cut look puffer look spend much money highli recommend jacket,5
great qualiti,5
fit expect medium littl form fit mind want loos fit go size almost alway medium lb usual like thing fit loos warm walk work car light weight perfect chilli weather,5
warm confort great travel,5
great jacket,5
describ like go coat wish emayb emayb fleec line fit recommend particularli cold windi day pouch come pack coat fit size wristlet cool,4
love look expens name brand one decid tri one first one better look cheap light weight surprisingli warm,5
need someth wear cool day wore today perfect overs xx larg roomi enough wear sweater vest hip length box cut feel confin zipper pocket appreci alway worri key fall complaint sleev long price decid return,4
stylish flatter warm great product,5
look nice fit perfect bodi pound color tone like warm comfi,5
jacket thin cheap qualiti color pictur disappoint,1
thin jacket would suitabl spring temp brought grey nice color want purchas black avail hope catch restock,4
jacket absolut amaz soft thin still warm use weather freez alway prefer thin jacket anyway size fit perfectli match size chart offer purchas hand thing amazon brand absolut love time absolut worth money,5
love jacket soft cuddli perfect fit,5
love jacket fit perfectli super light surprisingli warm highli recommend,5
jacket exactli look great price,5
fit well sleev long enough sometim problem wore winter hike today like height neck length jacket,5
love warm due big fit gonna put winter box,3
nice lightweight puffi jacket daughter like jacket multipl differ color great good qualiti reason price,5
alreadi bought one love light fit bought anoth size bigger could wear heavier sweater work perfect ye love color,5
like lightweight warm longer length expect fit good would like hood bit difficult fit small bag came got easier got use good travel want,5
love wear jacket late fall kept warm light weight nice design excel work amazon,5
way small end give teenag daughter,3
love amazon basic line absolut obsess coat lightweight warm comfort love much actual went purchas second one notic unavail say know back stock realli hope amazon continu sell coat great gift well definit worth money,5
fit expect follow size chart went xl allow room light sweater mild winter need anyth travel colder weather probabl need someth heavier deal sinc mind cold price good qualiti main zipper feel durabl pocket come small zipper seem fine emay prone wear tear sinc delic type zipper love come littl bag pack jacket lightweight still warm suggest improv make cut flatter femal figur current somewhat boxi cut unflatt attract either averag would nice princess seam make bodi length slightli longer length okay way would comfort inch longer especi peopl want wear layer jacket,4
overal love jacket super warm light without feel bulki light med rain keep dri jacket dri pretti quick one hangup jacket sleev bought size l jacket although fit well sleev longer would like look purchas jacket burgundi back stock tri size hope fit without sleev issu,4
jacket fit well good qualiti winter jacket light weight said normal wear size medium order enough room wear thicker layer underneath also purchas jacket oliv last winter held well,5
good price product,5
great,5
perfect warmer think look love waterproof honestli noth bad say highli recommend jacket,5
great jacket run small order size especi bigger breast,4
nice fan pink color true pink mute tone expect would exchang differ color price increas return shame sinc great deal bought sale,4
first amazon essenti item want blue light weight coat keep warm bulki worth cost look amazon essenti item,4
great fit,5
excel fit love warm lightweight waterproof promis realli love might get anoth sure alway one,5
great light weight warm jacket great deal price,5
absolut love jacket thin enough feel like marshmallow warm soft fit perfect light pink pretti color like person pictur,5
color shown size sinc go layer coat warm amazon essenti amazon brand cloth essenti high qualiti look cloth check amazon essenti first,5
fit great good qualiti,5
pleasantli surpris jacket order black friday got lighten deal would worth even without discount great day heavi winter coat much spring jacket enough small order medium could layer perfect worn today bulki sweater scarf toasti degre nyc weather highli recommend,5
bought gift given yet beauti,3
pretti good jacket good qualiti fit slightli big way better small colder degre outsid much good block wind keep cold retain much warmth perfect pack suitcas brought dc degre f outsid glad want warm wear jacket suggest put fleec jacket underneath,5
describ love issu difficulti get back bag,5
love coat order medium normal wear lb refer great wear car errand warm definelti wear long period time cold weather fine sporad new england weather fluctuat degre,5
jacket need packabl warm live snow alway wet mean cold feel realli cold jacket worth price bad either,5
want coat like awhil mainli pack abil travel someth throw run store etc realli want one seem bit pricey opt buy one order medium initi return exchang bit tight zip woman lb lot weight chest stomach area order larg fit much better bit room wear sweatshirt underneath etc main complaint collar lay drive crazi tri fold want stay zip chin point lazi return hope colllar lay use wash,4
amaz super light weight warm come pouch jacket fit,5
second coat purchas white red pack enclos bag throw suitcas get compliment time,5
fit perfect,5
love jacket fantast price ever own felt expens packabl jacket differ clear howev degre warm cozi long sleev thin light bad thing type coat jacket favorit thing get overli hot easili wear comfort snow chill insid cool hous wear day love reason star color beauti unfortun accur pictur think get red maroon burgandi howev purpl still maroon underton reddish color could see pictur howev love color anyway complain fit great enough room bit layer underneath zip comfort big hip chest,4
get mani compliment beat price super heavi count frigid weather job otherwis love color,4
nice coat,5
super soft light enough wear alon vest fit exactli expect normal wear xl order could wear vest sweater still comfort long arm sleev perfect short long mention soft,5
usual xs extra small much tight shoulder somewhat broad shoulder total surpris decid exchang realis fill poli actual cute jacket warm enough,3
thread alreadi come loos first day wear jacket,2
qu como esperaba,2
qualiti good given price warm,5
good qualiti,5
like jacket good luck anyon actual tri use carri bag come nearli imposs get medium size jacket bag worth young kid kid version abl get bag,4
fine,4
look light comfi charcoal heather color nice surpris bit textur solid color live wisconsin far plenti warm teen came back order one wife sad see stick,5
fit perfectli super light warm love good deal,5
shoulder tight jacket,1
nice love,5
pleas gave earli gift hope laundri well,5
great jacket bought normal wear jacket fit fit color super cool nice warm cold weekend atlanta,4
muy buen producto la casaca es muy abbrigadora queda perfecto,4
good,4
know yet warm enough want,4
bought trip pragu jacket certainli water resist kept warm wore shirt sweater jacket plenti warm top would buy jacket,5
encanto,5
coat good look good gave star bit overs,4
easi wear bulki,4
jacket exactli want lightweight warm love great price might order color,5
order red color beauti sadli return jacket lb medium fit fine except felt bit longer bodi wear jean jacket came fli felt long style might abl fit small length wise might snug bodi averag torso long torso jacket fine,3
nice warm jacket order color origin want stock jacket fit well like,5
bigger hope got small lb want slightli smaller though go see xs fit also get hood one collar poke neck jacket love warm still lightweight like sleev length even though long much prefer short sleev nice color qualiti great jacket part,3
great look lightweight jacket,5
pleas fit weight protect wind,4
comfort love throw wash easi mainten job also kept nice toasti,5
light weight warm love,5
good jacket price warm also good price good well,4
present friend friend like color think soft,4
problem bag small jacket fit thread unstitch,2
daughter absolut love jacket everi day super lightweight durabl amaz coat price,5
ye lightweight ye packabl realli fit non stretch bag come pack small bag need live coast california weather changeabl use public transport need jacket tuck away small possibl disappoint jacket nice feather leak poke warm cozi,4
great jacket,5
charm warm,5
gift sister love,5
pleasantli surpris satisfi jacket fit exactli expect size pick feel like band name puffi packabl jacket love pink color new favorit jacket season purchas anoth color highli recommend,5
realli like coat fit well,5
jacket keep warm littl pouch jacket go disappoint love jacket,5
reason never stock fantast find one order run tt,5
absolut love jacket lightweight great travel pack warm everyth claim love love love,5
perfect fit daughter slim lb troubl find cloth fit well long enough sleev length jacket fit like custom made love soft fabric lightweight warm,5
great fit,5
return jacket decent color wasnot pictur purpl like bought bright red instead happi,3
like light weight coat,5
fianc e love,5
love stylish colour red want,5
bought trip liter stuf suitcas last minut unpack perfectli fit perfectli truli great jack cold wind rain feel lightweight also fit comfort sweater sever compliment trip lot hometown famili friend,5
stung,4
great,5
flatter sleev larg return realli want look coat great deal known get pay qualiti function seem ok style,2
well made great fit love color white hair w blue eye,5
amazon jacket well worth price consid warmth light bought larg loos perfect nhl winter classic outsid game noseble section consider wind thermal hoodi jacket quit cold cozi layer great buy provid mani year comfort issu pocket thin care goe car key,5
la tabla de talla coincid con la realidad,3
la funda es demasiado pequ la chaqueta entra por nada,4
bought yr old mother take tall lb bought xs fit perfect,5
bought jacket last knovemb love lightweight warm perfect temperement socal weather build qualiti look like hold quit time love inner pocket boy realli fit littl bag receiv lot compliment friend think known brand hope stock soon want buy differ color,5
get mani compliment jacket purchas oliv green medium lb tall never jacket fit well lightweight still warm montana holiday degre layer jacket sweater cozi fairli tall length sleev absolut perfect never happen alway short slink wrist everi time move arm sincer hope come back stock need color,5
daughter want packabl jacket thrill open christma wear everi day price awesom come mani color,5
exactli advertis fit bit small return order size worth also review said coat smell open bag hung overnight smell gone worri,5
bought price plan wear ski trip ski perfect ski condit degre dri snow fall earli ski season,5
good fit overal pound fit right order small love lightweight warm give four star start notic slight de thread two month still love though,4
good pictur,2
perfect jacket super warm,5
puffi,3
love bright red color jacket lightweight warm order x read review ran small x fit littl loos shoulder otherwis good fit alreadi wash sever time time come bright color soft feel great coat travel,5
got oliv green love color get lot complaint great jacket price warm comfort,5
great product price fit well look expens,5
coat perfect actual lot warmer expect great qualiti fit true size,5
lightweight basic style zipper faulti keep come unzip bottom even though zipper,1
love jacket lightweight warm also use insid pocket time deep enough phone,5
love jacket fit expect light weight comfort would order everi color money,5
like color feel,5
jacket super warm less month zipper stuck complet fell amazon send new one,2
qualiti price,4
nice fit,5
great color cut slim nice zip pocket,5
keep warm hot live southern virginia get freez sometim everi day extra cold day wear sweatshirt hoodi perfectli warm also love ball littl bag great travel also pocket two zipper one outsid two insid feel anyth put pocket safe secur would recommend friend,5
awesom buy warm cozi,5
comfort stylish warm easi care like,5
short like fit,3
jacket cheap get cheap light weight jacket return jacket,1
order three differ thing amazon even though item look like pictur disappoint thought misrepres jacket puffi light weight moccasin slipper order smaller size still way big pink grey tenni shoe though worn true size,2
love fit great actual super warm northern minnesota,5
great basic puffer light weight easi store pack cozi degre,5
absolut love jacket keep warm dri also super light wear day without feel weight happi first purchas bought anoth differ color complaint stay stock long hesit buy jacket,5
exactli would look someth wear crisp cold day longer requir long warm jacket wear time price fantast,5
live utah get cold winter jacket keep warm stylish comfort would recommend jacket everyon good price qualiti get,5
skeptic worn nyc typic winter cloth toasti whole time star unless trick unawar jacket pack includ sack would great,4
nice coat price look lightweight coat alway hot want heavi one perfect,5
layer fleec hoodi keep warm enough day walk outsid first one came hole pocket return second one seem fine burgundi nice tone,5
impress warm coat worn winter year kept comfort wear xl origin bought xxl due review way big return xl perfect layer underneath still fit comfort,5
purchas fashion choosi teen daughter love wear school everyday,5
nice comfort,5
bad coat price well insul though layer cold day size run pretti true us size,4
realli like jacket wear size larg fit perfectli lose bind shoulder elbow color wine maroon exactli pictur warm lightweight exactli want earli spring hike run around town,5
live warm climat need warm jacket wear holiday norway worri fit one suitcas still room item also allerg feather decid buy jacket abil roll packabl ball price cannot believ nice jacket lite weight antarctica need weigh lb larg waist chest xl fit perfectli allow coupl lite layer underneath burgundi color nice best long monkey arm bought anoth coat hood cooler day fit perfectli would recommend product feel silli walk around fl airport emay parka instead use roll ball travel pillow,5
fit expect wear lg med shirt order larg roomi enough sweater underneath light weight look nice comfi wore degre weather sweater underneath stay warm,5
warm comfort,5
great chilli day definit need layer go realli cold weather like lightweight cute,5
realli pleasantli surpris coat fit normal women cut jacket end small would consid normal size took risk order size anyway fit perfectli happi purchas look someth like beat price slender small bust emay abl size,5
amazon essenti go fit true size pound got medium layer problem wear alon still look nice fit,5
love jacket allerg find altern like alway challeng nice light enough wear sweater underneath bulcki uncomfort sometim shame puffer boxi women supris well one fit compar bigger name brand wish got hood version tempt get anoth color,5
fit perfect keep warm lightweight feel,5
receiv order today surpris pair filthi glove insid pocket give indic someon worn jacket disgust total unaccept purchas condit jacket suppos new use unhappi disgust custom right,1
nice coat materi seem cheap done buy amazon essenti cloth,1
jacket lightweight comfort materi soft feel thick stiff like jacket zipper glide smoothli jacket larger expect small look like medium arm baggier would like would prefer jacket fit still wear especi run errand overal happi product great wear start get chilli,4
think good valu order receiv red color could littl brighter look realli good price weigh lb order size larg sinc short stocki like thing fit lose side never mind thing alter fit,4
love jacket wear wi winter sinc nov would recommend everyon unfortun zipper split away materi day creat coupl inch hole gray right middl jacket know get pay alway impress amazon brand cloth like buy anoth kinda suck even make winter,4
gift wife like lightweight warmth fit jacket score three point,5
color good,1
gave daughter love warm light weight perfect travel,5
overal nice altern jacket realli wish hood altern amazon basic vertion jacket hood also made feather kept one light warm enouph late fall mild winter earli spring fit true size room thick sweater order medium im lb intern pocket also nice,3
great fabric well done finish,5
love style color fit perfectli must buy,5
jacket feel like well made weird fit loos top tight bottom look good return,2
die amazon essenti lightweight water resist packabl puffer jack kommt im normalzustand beim kunden mit dabei h ngt innen ein winzig erscheinend beutel mit viel und mehreren anf nglichen fehlversuchen ist es mir letztlich mit hilf meiner frau gelungen die jack im zusammengerollten zustand da beutelchen zu pressen tat chlich passt all hinein diesem zustand kann die jack leicht beral hintransportiert werden allerd frage ich mich wie lang der beutel da aush lt ohn zu rei en hat man immer einen schutz gegen pl tzlich regeng sse und k lte dabei wobei man nat rlich keinem schneesturm oder arktischen temperaturen ausgesetzt sein sollt ein w rmend wunder darf man sich von wenig materi nur bedingt erwarten ebenso wenig kann die jack einem anhaltenden wolkenbruch standhalten wasserabweisend waterresist hei nicht wasserdicht die jack besteht zu au polyest und ist extrem leicht mein waag zeigt gramm sie ist schwarz und leicht tailliert geschnitten dass ich sie erster lini f r damen geeignet halt sie wird mit einem durchgehenden rei verschluss geschlossen ein wermutstropfen ist der hohe prei von ber eur f r ein doch relativ einfach produkt basic sowohl die jack und vor allem der aufbewahrungsbeutel machen keinen hochwertigen eindruck offenbar besteht ein gewiss nachfrag nach solchen ultraleichten jacken markt ansonsten kann ich mir den prei nicht erkl ren ich w rde daf r maxim eur ausgeben die frage nach der gr e kann ich nur bezug auf die ank ndigung dass man doch besser ein nummer kleiner bestellt beantworten passt wie erwartet wenn man den hinwei de verk ufer befolgt,3
ich lieb dies leichten steppjacken ich habe seit dem winter ein jack und ein west einer anderen firma aber identisch von materi und gewicht und trage sie sehr sehr oft beid waren schon zig mal der waschmaschin trocknen schnell sind federleicht und erstaunlich warm zumindest f r mild winter sind sie ausreichend da einzig nachgelassen hat sie sind nicht mehr sehr wasserabweisend die der amazon essenti lightweight water resist packabl puffer jacket mantel ist nat rlich kein mantel sondern ein kurzjack sie ist gut verarbeitet nur die zierlichen rei verschl sse der taschen find ich etwa zickig ansonsten ist die jack toll und fast zu schade sie die integriert tasch zu stopfen mit etwa klappt da auch wer sie also al reserv jack f r wanderungen touren und co nutzen da geht ansonsten ist da h bsche leichtgewicht ein gute jack f r den alltag water resist sollt allerd nicht mit wasserdicht verwechselt werden sagen stundenlang im str menden regen rumzulaufen ist nicht smart allerd trocknet sie vergleichsweis schnell f r mich sind die leichten relativ outdoorkompatiblen jacken mittlerweil ein must,5
die jack von amazon essenti ist sehr leicht sie h lt wind ab und w rmt sie hat ein nne schwarz futter au polyest auch der f llstoff ein art wattierung ist au polyest der oberstoff ist nylon der schnitt ist gerad die jack ist also nicht talliert hal ist ein stehkragen der doppelt abgesteppt ist und dicker abgef ttert al der rest der jack es gibt au en zwei einschubtaschen die gro genug sind um einig darin unterzubringen sie werden mit kunststoff rei verschl ssen die klein zipper haben verschlossen inneren gibt zwei brusttaschen ebenfal von beachtlich gr e die jedoch ohn verschluss sind den rmeln sind kein strickb ndchen sondern lediglich ein mm breit einfassungen au polyest mit elasthan der frontrei verschluss ist au kunststoff und recht stabil er hat ein metallschli e hergestellt wurd die jack vietnam die verarbeitung ist sehr ordentlich sie ist bei waschbar und darf den w schetrockn b geln ist nicht erlaubt insgesamt ein sch ne jack f r den bergang die leicht ist aber warm h lt und zu allem passt,5
die jack ist super leicht warm und sitzt super gr passt auch bei gr auch mit etwa mehr oberweit passt die jack noch problemlo all n hte sind gut verarbeitet und die gesamt verarbeitung scheint ganz gut zu sein ich find die jack optisch auch recht ansprechend sie ist ziemlich warm aber ohn dabei aufzutragen wind h lt sie problemlo ab sie ist f r herbst und winter besten geeignet all rei verschl sse sind leichtg ngig da prei lesitungsverh ltni ist optim ich w rde dies jack jederzeit noch mal kaufen und kann sie nur weiter empfehlen,5
wear time california winter emayb midwest fall,5
light warmer weather look good pack well roll best save space wear golf chilli start,5
sehr sch ne leicht und dennoch gut w rmend steppjack zum sensationellen prei die jack ist gut verarbeitet und sieht sehr gut au die gr e kommt genau hin sie tr gt sich auch durch da gering gewicht super angenehm ausserdem kann man sie schnell die maschin stecken f r ein unterschi zu fr heren steppjacken wirklich ein wunderbar bergangsjack die k hlen wind gut abh lt und schick ist,5
dies jack hat mir auf anhieb gefallen und wird wahrscheinlich ein meiner lieblingsteil werden sie wird erfreulicherweis wenig verpackt geliefert fasst sich nach dem auspacken gut und riecht vollkommen neutral gewaschen habe ich sie dennoch und zwar bei drei ig grad und dann ab damit den trockner nach maxim minuten ist da j ckchen trocken und ein klein bisschen volumin ser zwei ger umigen au entaschen mit rei verschlu kann frau einig verstauen und ebenso den beiden noch ger umigeren innentaschen die verarbeitung ist tadello h es gibt weder schief n hte noch lose f den die rei verschl sse sind sehr leichtg ngig den prei f r dies jack find ich vollkommen ordnung und sprech all allem ein kaufempfehlung au,5
comfort easi wear littl lot cloth beneath slick materi make eas put take warm fill suffici warm worn wool acryl sweater cold weather,5
nice jacket appreci abil return without issu purchas navi xs larg pound refer say size larg,4
jacket warm light weight wear chilli offic like wrap warm blanket definit better cold dri climat cold went clime,5
jacket exactli want lightweight fold small packag ideal travel futur waterproof,5
al wahr frostbeul bin ich darauf angewiesen nach glichkeit immer stark w rmend kleidungsst cke dabei zu haben wenn die temperaturen z b gegen abend mal irgendwo stark absinken auch f r reisen find ich derartig leichtgewicht jacken wie dies von amazon essenti super vor allem wenn man zwischen k lte und w rme hin und herreist wer kennt da nicht dass man dann im hei en urlaub zielland mit den volumin sen winterklamotten dasteht also kurzum dies jack ist geradezu phantastisch weil sie von den trageeigenschaften trotz de g nstigen preislevel super ist und dabei auch noch schlicht und gut aussieht sie ist erstaunlich warm wie versprochen ist sie sehr leicht al kleiner sch nheitsfehl musst ich allerd feststellen dass sie nur schwer wieder den kleinen transportsack reinzubekommen ist hier h tte man einen etwa gr eren sack vorsehen sollen fazit ich freue mich ber dies sehr praktisch warm jack und bin von der qualit sehr positiv berrascht,5
love jacket gray one littl bigger want black one one littl slimmer love pack small bag pack luggag travel also keep warm cold time,5
jacket warm still lightweight easi travel,5
realli like bigger replac coat bit big neck short like qualiti finish coat good valu money,5
perfect littl winter jacket keep warm though light weight throw washer dryer perfect,5
glad order soft pink parka nice variou eleg occass cold weather sweet receiv mani compliment,5
good valu,4
realli want like look packabl puffer camp backpack trip thought give tri water repel emayb mist repel warm run larger expect pretti shapeless bottom coat fan let breez still wear around town sometim go,3
wunderbar leicht jack sitzt prima w rmt bin wunschlo gl cklich,5
lightweight yet warm,5
dies jack von amazon ist super leicht und daher sehr angenehm zu tragen sie ist etwa auf h fte geschnitten je nachdem wie lang der oberk rper ist die farb schwarz passt zu allem und auch da design passt zu vielen outfit sie w rmt gut nat rlich nicht f r einen winter mit minusgraden aber f r einen milden winter oder herbst ist sie sehr gut geeignet wasserresist ist sie nicht ganz h lt man sich ein l ngere zeit im regen auf wird man irgendwann doch etwa nass wind wei die jack aber super ab sie ist durch ihr gesteppt design sehr modern die jack hat beiden seiten taschen die mit einem rei verschluss zu gemacht werden k nnen da find ich sehr praktisch denn kann nicht herau fallen der jack gibt es noch zwei brusttaschen die nicht verschlossen werden k nnen brusttaschen find ich auch sehr praktisch denn da kommt nun wirklich keiner ran au er man selbst die jack hat einen stehkragen ich per nlich nicht sch n find aber da ist geschmackssach sie wird mit einem rei verschluss verschlossen der bisher auch einwandfrei funktioniert al klein pfelchen kann die jack einen jack sack gestopft werden und besser transportiert werden fall sie mal nicht im gebrauch ist gewaschen werden darf die jack bei grad der waschmaschin sie trocknet sehr schnell auch ein klarer vorteil ist mein fazit ich find dies jack super praktisch und stilvol nur der stehkragen gef llt mir nicht,4
wear time want color perfect fit tt,5
excel valu money go get colour back stocksiz,5
size run littl small,4
sleev wider like made jacket look big bulki quit tight round bottom middl think larger size would help sleev would still wide item return return price easi,3
great lightweight,5
perfect winter southern us use bu duti school hour outsid degre weather wear warm expens puff coat wash multipl time clean easili,5
bought mom christma present love fit perfect,5
jacket lightweight warm pleasantli surpris realli nice qualiti fit perfectli got usual size,5
price amaz great basic,5
best light puffer,5
love jacket lightweight still warm fit perfect look much expens highli recommend glad found,5
last year bought jacket xl year want bigger order abl fit sever layer cloth bought xxl xxl smaller xl bought last year bodi size chang took tape measur sure enough smaller plu one last year poofier even though wear alreadi year pretti disappoint,1
lb order xs fit perfectli thin sweater look great qualiti extrem impress look someth wear thick sweater size hope help,5
like fit like weight coat realli keep warm,5
want happi,4
must perfect jacket winter,5
great qualiti fit perfectli love color surprisingli warm light weight,5
purchas offic staff christma everybodi love,5
bargain price nice jacket frill basic puffi jacket got black one could wear anywher includ play say medium weight light plu,5
ok realli like jacket howev drawstr bag came pack away cannot life get jacket fit bag stupid struggl get mostli bag bag seem small anyway still love jacket,4
love jacket howev use size guid determin size get fit lose around stomach otherwis realli happi jacket long sleev shirt underneath plenti warm major snow storm n j wore jacket stay warm,5
live nothern florida jacket perfect chilli day winter great look good qualiti jacket feather weight yet keep toasti warm larg fit nice,5
love fit brand heavi long one perfect great layer bought pumic color see outer layer fill,4
run bit small daughter normal wear medium lb opt xl purchas medium short arm length could gotten away larg want wear thick pull underneath need room purchas one son well xl boy small got small men reason purchas light weight easi layer bag make easier carri around school clip bookbag definit recommend make road trip bit easier,5
love coat warm fit great abl wear sweater coat without snug petit fit arm right definit plu usual roll sleev would definit buy need would make great gift love one especi live get cold,5
daughter love new puffer jacket excel qualiti fit expect,5
good basic coat,4
fluffi light warm enough,5
color nice dark gray fit true size,5
